mvar2,mvar3,mvar4,mvar5,mvar6,mvar8,mvar9,mvar10,mvar11,mvar13,mvar14,mvar15,mvar36,mvar40,mvar41,mvar42
4,0.438539881709,0,355,0.219875776398,0.94861285965,0.0520906271706,0,0.441694043708,12,1,0,0.000877858050374,0,0,0
1,0.128258986973,1,16,0.120703933747,0.87551116053,0.00426635398176,0,0.596457648907,13,1,0,0.00174728290982,0,0,0
2,0.025240451053,2,52,0.144513457557,0.889139044853,0.0357083470732,1,0.552163976575,7,1,0,0.000974154405555,0,4,0
1,0.239073756748,0,151,0.056314699793,0.891041251229,0.0853309969667,0,0.265504927867,15,1,0,0.000989317934662,0,0,0
3,0.0605388498885,4,35,0.101449275362,0.912939598056,0.00287689990575,0,0.561062705328,15,1,0,0.000970179787043,0,0,0
4,0.245230132847,0,19,0.0821946169772,0.895975960522,0.0853309969667,0,0.720982716755,11,1,0,0.00155004810672,0,0,0
2,0.0445318113979,0,162,0.121946169772,0.889267696492,0.000785746526438,0,0.657291815455,13,1,0,0.00125665771932,0,0,0
1,0.251386508946,2,109,0.270807453416,0.675669218258,0.0853309969667,0,0.33049564348,16,1,0,0.00294011290646,0,0,0
2,0.397907338824,3,96,0.1033126294,0.890682864521,0.00270281252704,0,0.882888158834,10,1,0,0.00237940875111,0,0,0
5,0.183666371861,4,14,0.48281573499,0.84695968609,0.0853309969667,1,0.825024996429,14,1,3,0.00345402596308,0,0,0
2,0.177509995762,2,32,0.379089026915,0.896655976328,0.0853309969667,0,0.20611341237,15,1,0,0.00080139711211,0,0,0
2,0.236609363772,8,132,0.0428571428571,0.897841409287,0.0166748521354,0,0.47360377089,13,1,0,0.00186572574263,0,0,0
2,0.294481141636,8,123,0.157971014493,0.927082088935,0.00165793744899,0,0.150578488787,11,1,0,0.000160166287537,0,0,0
2,0.349888526523,5,15,0.138716356108,0.916615359168,1.0,0,0.589301528353,7,1,0,0.00229434567526,0,0,0
3,0.255900724117,6,153,0.17784679089,0.942492717398,0.017080412875,0,0.575717754606,15,1,1,0.000778251852085,0,0,0
4,0.122102610875,3,293,0.205175983437,0.619071686531,0.0853309969667,0,0.961948293101,17,1,0,0.0141438166434,2,0,0
1,0.466859672397,0,97,0.137474120083,0.856323687524,0.00277768033172,0,0.242936723325,15,1,0,0.00130074988174,0,0,0
1,0.294481141636,2,142,0.056314699793,0.92660423999,0.00741007093293,0,0.0,0,1,0,0.000525362674032,0,0,0
3,0.614612698764,1,47,0.114906832298,0.869142904403,0.00424048205394,0,0.732452506785,15,1,0,0.00281940068286,0,0,0
1,0.122102610875,8,2,0.0,0.916321298279,0.0853309969667,0,0.277574632195,10,1,0,9.66903841218e-05,0,0,0
1,0.306793893833,4,73,0.148861283644,0.924527434962,0.00171222464668,0,0.644822168262,13,1,1,0.000331002446997,0,0,0
1,0.0494559910084,4,145,0.35652173913,0.87035590557,0.016401486715,0,0.78420225682,16,1,3,0.00102926253764,0,0,0
2,0.333264238203,4,9,0.0,0.863638452137,0.0853309969667,0,0.293558063134,12,1,0,0.00109180011241,0,0,0
1,0.337575774326,1,62,0.0159420289855,0.971200411685,0.0304789727003,0,0.29152978146,10,1,3,0.000157639104654,0,0,0
1,0.0112878410996,0,126,0.0732919254658,0.862535723803,0.00463063657221,0,0.395300671333,9,1,0,4.8110393993e-05,0,0,0
2,0.0215484679306,1,6,0.0844720496894,0.856204225287,0.0853309969667,1,0.368461648336,16,1,0,0.00139025555293,0,0,0
1,0.23291738065,4,56,0.121739130435,0.911726596888,0.0853309969667,0,0.433123839452,10,1,0,0.000220287331386,0,0,0
3,1.0,6,52,0.965838509317,0.853190101175,0.0125057005943,1,0.928810169976,13,1,1,0.00378009797451,0,0,0
1,0.294481141636,4,7,0.231677018634,0.887365490117,0.0853309969667,1,0.262976717612,14,1,0,0.000604156803396,0,0,0
1,0.0642308330109,5,58,0.245962732919,0.893053730438,0.0289506872286,1,0.49620054278,9,1,1,0.000376654640161,0,0,0
1,0.278064138706,12,8,0.109316770186,0.914915319653,0.0853309969667,0,0.0,5,1,0,0.000245474740859,0,0,0
1,0.63800600667,2,5,0.291097308489,0.902059345163,0.0853309969667,0,0.197843165262,11,1,0,0.000696582283027,0,0,0
5,0.0790079781844,3,215,0.135403726708,0.875786842613,0.0938694932259,1,0.861991144122,14,1,1,0.00346480324837,0,0,0
1,0.218140235476,1,281,0.0991718426501,0.94312678619,0.0159799935452,0,0.78587344665,6,1,0,0.000616302178764,0,0,0
1,0.0383754352993,5,225,0.406211180124,0.926686944615,0.00254606080166,1,0.212983859449,14,1,0,0.000135636636514,0,0,0
4,0.0301669338345,12,96,0.146583850932,0.925455564643,0.00851002252173,0,0.216169118697,15,1,0,0.000397091140131,0,0,0
2,0.101581357213,1,5,0.0,0.942226224718,0.023264534469,0,0.623739465791,8,1,0,0.00078860045548,0,0,0
3,0.144263722293,8,78,0.170186335404,0.876981464975,0.0853309969667,0,0.919997143265,13,1,0,0.00239646405095,0,0,0
4,0.53539973836,8,7,0.0,0.884875161963,0.0143586568347,0,0.61914012284,13,0,0,0.00132031509196,0,0,0
2,0.229223094356,5,187,0.101449275362,0.948190147122,0.00656109166088,0,0.0530924153692,7,1,0,0.000152356957775,0,0,0
1,0.245230132847,5,249,0.227743271222,0.915282895765,0.0853309969667,1,0.144622196829,10,1,0,0.00010526240278,0,0,0
7,0.0236005932969,5,12,1.0,0.603495648818,0.00659938796081,1,0.946850449936,17,1,1,0.0119762368797,0,0,0
1,0.503797928989,3,28,0.291097308489,0.847143474146,0.0853309969667,1,0.521911155549,15,1,0,0.00220922052637,0,0,0
4,0.257542885044,4,12,0.551759834369,0.865448764485,0.0853309969667,0,0.809755749179,17,1,0,0.00134842911091,0,0,0
1,0.0740814954029,2,81,0.324844720497,0.88377243363,0.0107794437155,0,0.910012855306,15,1,0,0.00634446628574,1,0,0
1,0.0432996149098,5,30,0.0788819875776,0.909181132318,0.0853309969667,0,0.712655334952,13,1,0,0.000286524568033,0,0,0
5,0.104863375896,2,167,0.334989648033,0.924858253462,0.162131917013,1,0.628924439366,12,1,3,0.00184650349951,0,0,0
2,0.0359133454941,4,199,0.0797101449275,0.914281250862,0.00856816858324,0,0.544922153978,10,1,0,0.000836763638556,0,0,0
6,0.385594586627,2,89,0.285714285714,0.555269663025,0.078919348577,1,0.946293386659,16,1,0,0.0148301505036,4,0,0
1,0.0974771064802,1,4,0.0,0.663309471517,0.0853309969667,0,0.11769747179,14,2,0,0.00242649164717,0,0,0
2,0.0843421222339,4,31,0.132505175983,0.894928368605,0.0853309969667,0,0.861091272675,18,1,0,0.00116149789474,0,0,0
1,0.491485176791,1,38,0.101449275362,0.856323687524,0.00194384417674,0,0.456877588916,10,1,0,0.00342163365345,0,0,0
1,0.306793893833,3,8,0.135403726708,0.856323687524,0.00278908152025,1,0.426410512784,12,1,0,0.000956066318077,0,0,0
1,0.0420697215927,2,93,0.0337474120083,0.862535723803,0.00438700194346,0,0.211212683902,9,1,0,0.000560879471242,0,0,0
1,0.360149153354,4,42,0.163354037267,0.905771863887,0.00277768033172,0,0.485202113984,15,1,0,0.000820762716984,0,0,0
1,0.57274795939,2,266,0.406211180124,0.873149484015,0.0185278083758,1,0.31146979003,12,1,0,0.000343918175934,0,0,0
3,0.294481141636,3,55,0.203105590062,0.939634813133,0.0121137335794,1,0.221439794315,12,1,3,0.000385942711961,0,0,0
1,0.27601201334,1,2,0.0,0.845709927312,0.0853309969667,0,0.127753178117,9,0,0,3.70589077384e-05,0,0,0
2,0.0236005932969,0,102,0.0428571428571,0.915402358001,0.0853309969667,0,0.182659620054,10,1,0,0.000211379146667,0,0,0
1,0.122102610875,1,73,0.056314699793,0.948603670247,0.015285134955,0,0.120154263677,8,1,0,8.89873881981e-05,0,0,0
3,0.0974771064802,4,25,0.220910973085,0.932099502853,0.0109451994565,1,0.389672903871,8,1,1,0.00120537328726,0,0,0
2,1.0,4,355,0.559627329193,0.893237518494,0.00489245463496,1,0.437494643622,14,1,0,0.000807794846682,0,0,0
1,0.285860372561,5,115,0.0788819875776,0.852749009842,0.0359694635244,0,0.417854592201,15,1,0,0.00205673855886,0,0,0
1,0.0371432388112,12,170,0.0383022774327,0.91774565571,0.000577280179238,0,0.187416083417,14,1,0,8.33835409779e-05,0,0,0
2,0.209521769572,3,123,0.311387163561,0.876181986933,0.00155009389902,1,0.498314526496,13,1,1,0.000568589376166,0,0,0
1,0.204187625523,3,10,0.0,0.862535723803,0.00416739751209,0,0.664719325811,15,2,0,0.000726591959025,0,0,0
1,0.150420098391,0,270,0.0770186335404,0.920254362669,0.0579031284861,0,0.233180974147,9,1,1,0.000367648649902,0,0,0
1,0.674944263262,3,24,0.203105590062,0.658797474752,0.0696230533201,1,0.922853878017,11,1,0,0.0081556426617,0,0,0
1,0.00102721426861,1,62,0.26397515528,0.912902840444,0.0853309969667,1,0.694600771318,10,1,0,0.000506927517226,0,0,0
1,1.0,1,61,1.0,0.90178366308,0.376691556338,0,0.0,10,1,0,0.00296387069257,0,0,0
1,0.299405321246,12,1,0.0,0.862535723803,0.00370415845196,0,0.471404085131,13,7,0,0.005046001448,1,0,0
3,0.240303650065,3,32,0.144306418219,0.813473502357,0.00560771842923,0,0.718711612627,8,1,0,0.00456497599,0,0,0
5,0.00513146500101,7,355,0.22049689441,0.889552567979,0.0853309969667,0,0.595429224397,11,1,3,0.000947036901987,0,0,0
3,0.575210049196,5,225,0.204554865424,0.932127071062,0.636712791783,0,0.442022568205,8,1,0,0.000673365773933,0,0,0
1,0.245230132847,12,12,0.0393374741201,0.918931088669,0.0853309969667,0,0.0,6,1,0,2.60803978028e-05,0,0,0
1,0.0820850146482,5,15,0.0405797101449,0.845709927312,0.0853309969667,0,0.156220539923,15,1,0,0.000252938620589,0,0,0
1,0.306793893833,1,48,0.361076604555,0.856323687524,0.00439901704215,0,0.626539065848,16,1,0,0.00448407396773,0,0,0
1,0.306793893833,7,83,0.232298136646,0.879508550739,0.0853309969667,1,0.390944150836,11,1,0,0.00110512876209,0,0,0
1,0.614612698764,1,182,0.114906832298,0.931309214214,0.00787330999305,0,0.161348378803,16,1,0,0.000212356986161,0,0,0
2,0.0174442171982,3,72,0.245962732919,0.793514119517,0.0853309969667,1,0.665733466648,17,1,1,0.00368725212537,0,0,0
3,0.261647135777,5,2,0.0337474120083,0.909548708429,0.0853309969667,0,0.366290529924,12,1,0,0.000228253193193,0,0,0
1,0.183666371861,3,88,0.067701863354,0.856323687524,0.0022449524892,0,0.327024710756,8,1,4,0.000297377528473,0,0,0
2,0.0691573157924,10,94,0.62049689441,0.874362485182,0.0853309969667,1,0.444065133552,14,1,1,0.00196906258534,0,0,0
1,0.330187201739,0,56,0.23768115942,0.856323687524,0.00648359281269,1,0.635923439509,12,1,0,0.00202534999747,6,0,0
2,0.0236005932969,2,26,0.154451345756,0.884241093171,0.00187368301656,0,0.695200685616,13,1,0,0.00255441060613,0,0,0
1,0.0359133454941,1,235,0.26397515528,0.887181702061,0.0370573707807,1,0.898771604057,14,1,2,0.00603981703411,0,0,0
1,0.108557662189,4,5,0.0360248447205,0.947234449233,0.0178136847004,0,0.423910869876,14,1,0,0.000186584254792,0,0,0
1,0.959369760286,4,10,0.0556935817805,0.896701923342,0.010302874035,0,0.238165976289,12,1,0,0.00268049382204,0,0,0
5,0.663863707553,1,82,1.0,0.295751739094,0.0853309969667,1,0.940808455935,17,1,0,0.0176308301697,0,0,0
2,0.330597166178,3,87,0.412836438923,0.869115336194,0.0853309969667,1,0.255963433795,7,1,0,0.00142900705787,0,0,0
1,0.128258986973,2,19,0.330434782609,0.916569412154,0.0018280197948,1,0.716511926868,16,1,0,0.00089757946878,0,0,0
2,0.183666371861,0,82,0.264803312629,0.927137225352,0.00254606080166,0,0.627310384231,8,1,1,0.000297489583826,0,0,0
3,0.51364628821,3,318,0.297722567288,0.818095771956,0.0853309969667,1,0.514555063562,13,1,2,0.00238195622918,0,0,0
3,0.532115416505,8,131,0.204761904762,0.793486551309,0.0277925895783,0,0.607584630767,16,1,0,0.00477303590164,0,0,0
3,0.269855637241,0,166,0.129399585921,0.898879811801,0.255139685023,0,0.930152835309,10,1,1,0.00358582043958,0,0,0
1,0.240303650065,3,7,0.0,0.845709927312,0.0853309969667,0,0.621239822882,12,3,0,0.00272670240566,0,0,0
1,0.171353619664,3,9,0.0,0.866937447735,0.00527179264103,0,0.0,0,1,0,0.000432133915126,0,0,0
2,0.035091113445,4,89,0.0900621118012,0.900340926843,0.0853309969667,0,0.366747607485,13,1,0,0.000631981939761,0,0,0
1,0.159040867466,4,37,0.121739130435,0.87167917957,0.0853309969667,0,0.695629195829,15,1,1,0.00205924684994,0,0,0
1,1.0,4,7,0.604761904762,0.845709927312,0.0853309969667,0,0.570661334095,12,1,0,0.00375420930147,0,0,0
1,0.0174442171982,4,7,0.144306418219,0.914373144889,0.0853309969667,1,0.157048993001,11,1,0,0.000139935222383,0,0,0
1,0.263699261143,8,11,0.0,0.933055200743,0.00625197328263,0,0.162633909442,16,1,0,0.000159861751744,0,0,0
2,0.0839321577949,2,218,0.213250517598,0.902757739774,0.00180486661194,1,0.711769747179,11,1,1,0.00105412166163,1,0,0
5,0.192284837765,2,35,0.0902691511387,0.918195936446,0.0853309969667,0,0.0978003142408,14,1,0,8.44355442751e-05,0,0,0
4,0.00923571573342,1,1,0.108488612836,0.89319157148,0.0853309969667,1,0.511184116555,11,1,0,0.000195236698535,3,0,0
5,0.269855637241,2,100,1.0,0.68017202562,0.00810492952311,1,0.902342522497,16,1,0,0.011961014948,0,0,0
1,0.155346581173,4,42,0.135817805383,0.9299399932,0.0133371980439,1,0.750564205114,12,1,0,0.00112879986183,0,0,0
1,0.0359133454941,8,45,0.505383022774,0.845709927312,0.00926302717342,1,0.62806741894,14,1,0,0.00126323854241,0,0,0
4,0.0609488143276,5,76,0.101449275362,0.824215914208,0.00878455729477,0,0.643993715184,12,1,0,0.00473682356238,1,0,0
2,0.860867742708,4,2,0.0,0.691750673124,0.0853309969667,0,0.977003285245,7,1,0,0.00441287347776,0,0,0
1,0.442234168003,3,44,0.0968944099379,0.940305639536,0.0416897613819,0,0.692058277389,6,1,3,0.000889714651107,0,0,0
1,0.446338418735,2,9,0.0,0.87035590557,0.0118108420041,0,0.189730038566,16,4,0,0.000699721668136,1,0,0
1,0.0133399664658,8,1,0.288819875776,0.889910954687,0.0853309969667,1,0.11371232681,10,1,0,0.000256371206412,0,0,0
4,0.139339542682,3,259,0.067701863354,0.972266382408,0.104227034498,0,0.591329810027,10,1,1,0.000580808483525,0,0,0
1,0.368357654819,0,339,0.609316770186,0.87551116053,0.0311042840404,1,0.286873303814,12,1,3,0.000597403039385,0,0,0
2,0.114714038288,4,7,0.0,0.901700958455,0.0853309969667,0,0.487444650764,15,1,0,0.00153796901457,0,0,0
1,0.109789858677,1,59,0.0788819875776,0.906451879692,0.00230529108696,0,0.602113983717,15,1,0,0.000584728045938,0,0,0
1,0.286272640171,1,19,0.28364389234,0.907802721901,0.0853309969667,1,0.484687901728,17,1,0,0.00064981039995,0,0,0
1,0.245230132847,3,12,0.12298136646,0.882430780824,0.00463665873846,0,0.369461505499,17,1,0,0.000784510435067,0,0,0
3,0.085164354283,2,25,0.403933747412,0.923534979462,0.0694841049892,1,0.734137980289,15,1,2,0.00180564993114,0,0,0
1,0.163145118199,6,22,0.155486542443,0.845709927312,0.0058500083024,0,0.580917011855,19,1,0,0.00225459333682,0,0,0
1,0.251386508946,8,95,0.507660455487,0.845709927312,0.0853309969667,1,0.144765033567,12,1,2,0.00187815006889,0,0,0
1,0.0236005932969,3,7,0.0,0.845709927312,0.0853309969667,0,0.133238108842,10,1,0,5.50332126126e-05,0,0,0
1,0.78945331933,0,81,0.568115942029,0.87035590557,0.00671521234275,1,0.841779745751,15,1,0,0.00526368441002,0,0,0
1,0.282168389439,3,6,0.0,0.891298554507,0.0853309969667,0,0.273775174975,12,1,0,0.00051409430993,0,0,0
1,0.0605388498885,7,41,0.0788819875776,0.866937447735,0.00694683187281,0,0.72149692901,11,1,0,0.000189472972722,0,0,0
2,0.122102610875,3,99,0.105175983437,0.918655406585,0.0853309969667,0,0.462762462505,11,1,0,6.0316546976e-05,0,0,0
1,0.122102610875,4,34,0.245962732919,0.845709927312,0.0853309969667,1,0.423353806599,17,1,0,0.00107005889086,0,0,0
1,0.110609787556,2,8,0.0,0.87035590557,0.00416739751209,0,0.261776889016,14,1,0,0.000213673798497,0,0,0
1,0.024830486614,0,1,0.180538302277,0.88377243363,0.0231601989771,1,0.0,6,1,0,0.000427599559611,0,0,0
3,0.16786431559,0,90,0.293374741201,0.913114196708,0.001903443042,0,0.259262962434,13,1,0,0.000617203695392,0,0,0
2,0.112251948483,1,28,0.184886128364,0.901048510857,0.00227968226349,0,0.728110269961,10,1,0,0.00154282388295,0,0,0
2,0.0896785694544,3,14,0.0507246376812,0.918894331057,0.0853309969667,0,0.0486930438509,11,1,0,3.14543048462e-06,0,0,0
1,0.245230132847,1,28,0.0788819875776,0.845709927312,0.00116026095274,0,0.207441794029,8,1,0,0.000833181645595,0,0,0
1,0.21650037772,3,4,0.0,0.845709927312,0.0853309969667,0,0.340165690616,10,1,0,4.83675383598e-05,0,0,0
7,0.0605388498885,0,36,0.372256728778,0.432223559791,0.0853309969667,1,0.889215826311,17,1,0,0.0160771086338,0,0,0
6,0.208291876255,2,292,0.0985507246377,0.947381479678,0.0337066199393,0,0.579802885302,6,1,0,0.000273346620931,0,0,0
2,0.0543824737899,12,30,0.367701863354,0.934837944882,0.0120742094591,1,0.226867590344,16,1,0,0.000131367953663,0,0,0
1,0.15165229488,5,6,0.0428571428571,0.856323687524,0.0017585310124,0,0.676046279103,6,1,0,0.000397833317931,0,0,0
3,0.122102610875,1,55,0.101449275362,0.929168083366,0.00486114521723,0,0.938380231396,12,1,0,2.16623078136e-05,0,0,0
1,0.00513146500101,3,10,0.180538302277,0.926448020143,0.00439901704215,0,0.270804170833,7,1,0,0.000246951755647,0,0,0
1,0.0112878410996,0,1,0.304554865424,0.845709927312,0.0853309969667,1,0.36547636052,8,1,0,0.000900782762145,0,0,0
1,0.195979124058,2,6,0.0,0.915852638737,0.0011563436213,0,0.388958720183,12,1,0,0.000442582267217,0,0,0
1,0.165197243565,7,226,0.056314699793,0.845709927312,0.00193916676606,0,0.599314383659,13,1,2,0.000258934445642,0,0,0
1,0.225528808063,2,73,0.0428571428571,0.890517455271,0.0853309969667,0,0.698128838737,13,1,0,0.000998946922461,0,0,0
5,0.495177159914,6,10,0.137474120083,0.843844478547,0.0853309969667,1,0.923425224968,15,1,0,0.00259650142538,0,0,0
2,0.33511138135,9,11,0.106211180124,0.904209665414,0.0853309969667,0,0.325039280103,15,1,1,0.000536727872096,0,0,0
2,0.0728516020858,1,28,0.0902691511387,0.906203765817,0.00131847436896,0,0.649735752035,12,1,0,0.000840756825007,0,0,0
1,0.215268181232,4,1,0.0360248447205,0.91159794525,0.0694501645279,0,0.971432652478,12,1,0,0.00277561024946,0,0,0
1,0.0810601035506,3,10,0.0,0.912103362402,0.00485208273404,0,0.844150835595,15,1,0,0.00192075960296,0,0,0
1,0.910118751497,4,26,0.420703933747,0.830290109446,0.0853309969667,1,0.962233966576,13,1,0,0.00424075667027,0,0,0
3,0.491485176791,3,7,0.203105590062,0.839828709532,0.0853309969667,0,0.565062133981,15,1,0,0.00168470182994,0,0,0
2,0.0974771064802,1,4,0.145548654244,0.926190716865,0.00240486146679,1,0.156649050136,10,1,0,0.000459719395532,0,0,0
1,0.34619424023,9,14,0.0755693581781,0.845709927312,0.0853309969667,0,0.876031995429,17,1,0,0.00316129452162,0,0,0
5,0.429921415805,3,20,0.354865424431,0.740739379348,0.0159799935452,0,0.938394515069,10,1,0,0.00878254734963,0,0,0
4,0.743896596835,3,170,0.266252587992,0.759265215354,0.050578917273,1,0.468218825882,11,1,1,0.00395067191581,0,0,0
5,0.183666371861,4,11,0.0,0.934746050854,0.0108843638838,0,0.564290815598,10,3,2,0.000460268984941,1,0,0
3,0.0236005932969,2,16,0.176811594203,0.848751619632,0.00293311653535,1,0.78461648336,19,1,0,0.00269118323348,0,0,0
3,0.122102610875,8,82,0.148861283644,0.921862508156,0.0011563436213,0,0.276403370947,9,1,0,0.000634650109437,0,4,0
6,0.245230132847,2,19,0.0507246376812,0.896904090203,0.0853309969667,0,0.598457363234,13,1,0,0.000781567848523,0,0,0
1,0.122102610875,4,38,0.016149068323,0.891592615396,0.287551188413,0,0.0991429795743,3,1,1,2.11330135944e-05,0,0,0
1,0.0371432388112,2,15,0.242443064182,0.843504470644,0.00694683187281,1,0.768875874875,6,1,2,0.00556538643311,0,0,0
1,0.306793893833,8,27,0.135817805383,0.862535723803,0.00463063657221,1,0.62472503928,10,1,0,0.000498270971264,0,1,0
3,0.202135500157,2,1,0.0552795031056,0.913445015208,0.0853309969667,0,0.336580488502,13,1,0,0.000283571402081,0,0,0
3,0.149190205074,2,222,0.119254658385,0.895810551272,0.0182164974613,0,0.737394657906,14,1,0,0.00116965720857,1,0,0
1,0.105685607945,4,11,0.0428571428571,0.915898585751,0.0853309969667,0,0.171689758606,12,1,0,0.000131820061391,0,0,0
1,0.37861828165,2,12,0.42215320911,0.880390733406,0.0853309969667,1,0.386759034424,14,1,0,0.00180709142935,0,0,0
1,0.12456470068,8,7,0.203105590062,0.877670670183,0.0853309969667,1,0.198957291815,13,1,0,0.000725846758536,0,0,0
